user_response,key_points_text,retrieved text
"The way we tell status is by looking at the role that a word plays in a sentence. If the word is the doer or the subject it is raf'. If it is the detail (or comes after a harf nasb/is khabar kaana) it is nasb. If it comes after of (or after a harf jarr) it is jarr.
","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","2.1 STATUS – اإلعراب
Status is the first of the four properties. Status has to do with the role an  اسمis playing in a sentence. In
Arabic, an  اسمcan have one of three statuses. The status depends on the role the  اسمis playing.
STATUS #1: THE DOER -  رَفْع
The doer is the one who carries out the action. Take a look at the following examples. 
I ate too much chocolate. 
Language
Sentences
Fragments
Words
اسم
Status إعراب
Gender جنس
Number عدد
Type قسم
حرف
فعل
Words
اسم
Status إعراب
Gender جنس
---
doer action detail detail 
detail detail 
detail 
The detail is always in the  نَصْ بstatus. The way you say “in the  نَصْ بstatus” in Arabic is  ٌ .مَنْصُ وْبMEMORIZE 
this term and use it.  
STATUS #3: AFTER-OF -    جَ ر
After-of is, quite literally, the word that occurs after “of”. Take a look at the following example: 
advisor of the king 
In this fragment, “the king” is the word after “of”.  
9
---
The after-of is always in the    جَرstatus. The way you say “in the    جَرstatus” in Arabic is  ٌ .َمَ ْرُوْرMEMORIZE this 
term and use it. 
➢  DRILL 1    Determine the status of each  .اسمLabel them ( رفعR) or ( نصبN) or ( جرJ).
The teacher entered the classroom. His student was sleeping soundly. He threw a pencil, and the 
student woke up suddenly. The student’s mother called the teacher the next day and confronted him 
angrily. The teacher lost his job. 
2.2 HOW TO TELL STATUS
---
ٱۡلۡ َنذةٌِ
ٌ
زُمَرًا ٌ
  ٣٧ ٌ…
 
 
12.4 STATUS 
The status of the  اسم موصولdepends on the role it is playing in the sentence, as is the case with any other 
 .اسمHowever, since it is  مبنand cannot show its status, it is labeled as 
 ِف حمل
__
 .The  صلةhas no 
grammatical labeling. The way this is expressed in Arabic is  ِ .ال حمَ َلر هلا مِنَ اإلعرابThe  صلةas a whole has no 
labeling; however, if you go inside the  ,صلةyou will find a complete sentence. You can do the  إعرابof"
"Status is told by ending sound combination.
","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
make up the status marker. We call this an ENDING COMBINATION because it is made up of more than a 
single  .حركة
Status 
Ending Combination 
رفع ِمسلمَ ان
نصب ِ ْمسلمَ ي
جر ِ ْمسلمَ ي
Notice that the  نصبand  جرforms are exactly the same. The way to distinguish between them is context.
By the time we complete our study of fragments and sentences, you will easily be able to distinguish 
between the  نصبand  جرforms.
---
of)
How to 
tell status
a. ending
sound
b. ending
combination
Heavy vs Light
Heavy
Light
a. partly-
flexible
c. مضاف
ال**is allergic 
to تنوين
Flexibility
a. fully-flexible
b. non-flexible
c. partly flexible
i - non-Arab names
ii - feminine and 
uniquely masculine 
names
iii - proper names of 
places
Number عدد
Singular
Pair
Plural
Human plurals:
a. اتending
(for feminine 
plural and 
inanimate)
b. ونor ين
ending (for 
masculine 
human plurals)
c. Human 
broken plurals: 
(plural 
masculine)
---
2.2 HOW TO TELL STATUS 
In English, we were able to determine the status based on the meaning. In Arabic, however, status is 
determined by a marker or sign at the end of the word.  
As you know, there are three statuses in Arabic. There are, however, more than three status markers or 
signs. In other words, there are more than three ways that the status of a word can show. This is 
because each status can show in different ways depending on the number and the gender of the word."
"When evaluating status, it is important to first look at the ending combination prior to the ending sound. This is important as it makes sure we don't accidentally treat an ending combination as an ending sound.
","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
make up the status marker. We call this an ENDING COMBINATION because it is made up of more than a 
single  .حركة
Status 
Ending Combination 
رفع ِمسلمَ ان
نصب ِ ْمسلمَ ي
جر ِ ْمسلمَ ي
Notice that the  نصبand  جرforms are exactly the same. The way to distinguish between them is context.
By the time we complete our study of fragments and sentences, you will easily be able to distinguish 
between the  نصبand  جرforms.
---
رفع ٌ مسلمَ ات
نصب   مسلمَ ات
جر  مسلمَ ات
Notice that the  مgets a  فتحةin all the forms. Also notice that the  نصبand  جرforms are exactly the same.
The way to distinguish between them is context. 
Now that you are familiar with all of the status markers, you should be able to determine the status of a 
word in Arabic. It is important to note that when determining status, you should ALWAYS look for ending 
combinations BEFORE you look for ending sounds.
---
of)
How to 
tell status
a. ending
sound
b. ending
combination
Heavy vs Light
Heavy
Light
a. partly-
flexible
c. مضاف
ال**is allergic 
to تنوين
Flexibility
a. fully-flexible
b. non-flexible
c. partly flexible
i - non-Arab names
ii - feminine and 
uniquely masculine 
names
iii - proper names of 
places
Number عدد
Singular
Pair
Plural
Human plurals:
a. اتending
(for feminine 
plural and 
inanimate)
b. ونor ين
ending (for 
masculine 
human plurals)
c. Human 
broken plurals: 
(plural 
masculine)"
"We can tell status by looking at the ending sound/combination of a word. if we see the ending sound -un it is jarr. If we see the ending sound -in, it is raf'. If we see the ending sound -an it is nasb.
","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
رفع ٌ مسلمَ ات
نصب   مسلمَ ات
جر  مسلمَ ات
Notice that the  مgets a  فتحةin all the forms. Also notice that the  نصبand  جرforms are exactly the same.
The way to distinguish between them is context. 
Now that you are familiar with all of the status markers, you should be able to determine the status of a 
word in Arabic. It is important to note that when determining status, you should ALWAYS look for ending 
combinations BEFORE you look for ending sounds.
---
Remember that the حرف انلصبmakes the  اسمafter it  .نصبLet’s look back at the different ways the نصب
status shows itself:
Pronouns
(Attached) 
Ending 
Combination 
(Feminine 
Plural) 
Ending 
Combination 
(Masculine 
Plural) 
Ending 
Combination 
(Pair) 
Ending 
Sound 
(Partly-
Flexible) 
Ending 
Sound 
(Non-
Flexible) 
Ending 
Sound 
(Fully 
Flexible) 
-
 ُـه   مُسْ لِمات َ ْ مُسْ لِمِي ِ ْ مُسْ لِمَي َ يُوْسُف  مُوْسَ ى
 مُسْ لِمًا
نصب
---
make up the status marker. We call this an ENDING COMBINATION because it is made up of more than a 
single  .حركة
Status 
Ending Combination 
رفع ِمسلمَ ان
نصب ِ ْمسلمَ ي
جر ِ ْمسلمَ ي
Notice that the  نصبand  جرforms are exactly the same. The way to distinguish between them is context.
By the time we complete our study of fragments and sentences, you will easily be able to distinguish 
between the  نصبand  جرforms."
"When determining status, we must get a full picture of all the possibilities. The way to do this is to consider both ending sounds and ending combinations. Ending combinations are the first thing to check, prior to ending sounds.

lkdnsfonl","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","It is important to keep in mind that whenever you are trying to figure out the status of an Ism you must 
look at the ending of the word. There are two types of endings we will see, ending sounds (vowel 
change at the end) and ending combinations (letters added to the end of a word). 
The number/gender variations are singular, pair, masculine plural, and feminine plural.  Take a look at 
the charts below. Notice how each status looks different depending on the number and the gender of
---
make up the status marker. We call this an ENDING COMBINATION because it is made up of more than a 
single  .حركة
Status 
Ending Combination 
رفع ِمسلمَ ان
نصب ِ ْمسلمَ ي
جر ِ ْمسلمَ ي
Notice that the  نصبand  جرforms are exactly the same. The way to distinguish between them is context.
By the time we complete our study of fragments and sentences, you will easily be able to distinguish 
between the  نصبand  جرforms.
---
of)
How to 
tell status
a. ending
sound
b. ending
combination
Heavy vs Light
Heavy
Light
a. partly-
flexible
c. مضاف
ال**is allergic 
to تنوين
Flexibility
a. fully-flexible
b. non-flexible
c. partly flexible
i - non-Arab names
ii - feminine and 
uniquely masculine 
names
iii - proper names of 
places
Number عدد
Singular
Pair
Plural
Human plurals:
a. اتending
(for feminine 
plural and 
inanimate)
b. ونor ين
ending (for 
masculine 
human plurals)
c. Human 
broken plurals: 
(plural 
masculine)
---
combinations. 
(3 Statuses have 2 Endings)
**Unlike a non-flexible word, there are times when a partly-flexible word can be made fully flexible by 
showing a  كرسةin the  جرform. A partly-flexible word can be made fully-flexible in two ways:
1)
by adding an   ال
2)
by making it a ( مضافdiscussed in a later chapter)
HOW TO INDENTIFY PARTLY FLEXIBLE WORDS 
18
There is no clear marker for partly flexible words. You will become accustomed to identifying partly-"
We guess lol,"['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","َ
أ
بَلنَا
 
فِيهَا
 ۚ  
  وَإِنَّا
لَصََٰ دِق ونَ 
  ٢٨ 
Ask the village that we were in and the caravan that we came in. No doubt, we are certainly 
telling the truth. 
 
 
The ayah above is considered figurative speech because the addressee is not literally being told to ask a 
town. Rather, they are being told to ask the people of the town. The place is being used to represent its 
inhabitants.
---
ُِّ ألَ َظُ ن
وَ إِب ِ
 ۥ هُ 
كَ ـ ذِ بٗا 
٧٣ … 
Certainly, I definitely assume him to be a liar. 
to consider, to deem
8.
 
 حَسِ بَ َيَ ْسَ بُ  حُسْبَانًا
…
 
 ۡتۡهُ حَ سِ بَت
َ
فَلَمَّ ا رَ أ
 هُ 
لُجَّ ةٗ 
 
وَكَشَ فَ تۡ عَ ن سَ اقَيۡهَ ا 
٤٤ …
So when she saw it, she thought it a body of water and uncovered her 
calves. 
to find
9.ِدُ   وُجُوْدًا
وَجَدَ   ْيَ
…
 
  إِنَّا وَ جَ دۡ نَـ
 هُ 
صَ ابِرٗا 
٤٤ … 
Indeed, We found him patient. 
to leave
10
. 
 ًتَرَكَ   يَْتْ ُكُ   تَرْاك
…
---
Notes:
---
Notes:"
"When telling status, we first analyze the ending combination. If it ends in a ت it is feminine. If it ends in a ن it is masculine.","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","MASCULINE  
In the plural masculine form, the status is determined by an ending combination just as it is in the pair 
form. The combination is made up of two letters that attach to the end of the word.  
Status 
Ending Combination 
12
رفع َمسلمُ وْن
نصب َ ْمسلمِ ي
جر َ ْمسلمِ ي
Notice that word  مسلمremains the same throughout. The ending combination acts as an add-on and
does not change the make-up of the word. Notice that the last letter in the word, the  ,مgets a  ضمةin the
---
Remember that the حرف انلصبmakes the  اسمafter it  .نصبLet’s look back at the different ways the نصب
status shows itself:
Pronouns
(Attached) 
Ending 
Combination 
(Feminine 
Plural) 
Ending 
Combination 
(Masculine 
Plural) 
Ending 
Combination 
(Pair) 
Ending 
Sound 
(Partly-
Flexible) 
Ending 
Sound 
(Non-
Flexible) 
Ending 
Sound 
(Fully 
Flexible) 
-
 ُـه   مُسْ لِمات َ ْ مُسْ لِمِي ِ ْ مُسْ لِمَي َ يُوْسُف  مُوْسَ ى
 مُسْ لِمًا
نصب
---
make up the status marker. We call this an ENDING COMBINATION because it is made up of more than a 
single  .حركة
Status 
Ending Combination 
رفع ِمسلمَ ان
نصب ِ ْمسلمَ ي
جر ِ ْمسلمَ ي
Notice that the  نصبand  جرforms are exactly the same. The way to distinguish between them is context.
By the time we complete our study of fragments and sentences, you will easily be able to distinguish 
between the  نصبand  جرforms.
---
between the  نصبand  جرforms.
When creating the pair form of the feminine, the base is  مسلمةand the ending combination is the  ِ انthat
attaches to the end. In script, however, nothing can attach to a  ,ةso it opens up and becomes a   .ت
Status 
Ending Combination 
رفع ِمسلمَتان
نصب ِ ْمسلمَتَ ي
جر ِ ْمسلمَتَ ي
Notice that the  تalways takes a  .فتحة
PLURAL 
There are two variations of the plural: masculine and feminine. Take a look at the charts below. 
MASCULINE"
"إذا نعرب جملة, هو مهم أننا نركز على الحركة الأخيرة. ","['In Arabic, status is determined by a marker or sign at the end of words', 'While there are 3 cases, there are more than 3 case markers or signs.', 'When finding the status of a word, there are two things to pay attention to, ending sounds and ending combinations.', 'The number/gender variations consist of singular, pair, masculine plural, and feminine plural.']","علينا ونستش  
 رُ  عر 
اتلقديرخ 
  أن   ك 
نقولخ 
ا عندما نستشعرُ 
 ةخ  مخ  ظخ  عخ  
  اللر 
سبحانخ 
ه يف 
 ،امخ   مرِ  أ
فنقولُ 
 
احلمد لل.
 
 
 مخ  لر فخ
اذا لخ 
 ل   يقُ  م  
سبحانخ 
 ن   ه إر 
احلمدخ 
 
لل؟ ال شك  
  
خ
 ن   أ
احلمد لل لكن هُ 
ناك فخ 
 قر  ر  
بيخ 
 
اتلعبريخ 
 ن   إر  نر  ي  
 ُجنعل
 
اجلملةخ 
بخ   خخ  
ا مخ  
ض  
ا يف قولر 
 
احلمدر 
 للر  
(ستخ 
عملُ 
 
للخخ 
أ بخ ر 
و ال
نشاءر 
) ولكن  
 
عندخ 
ما تدخُ 
 لُ 
 عليه
  ""، إنّ  ""
ال يُ 
مكنُ 
 ن   أ ال  إ 
يكونخ 
 إ
نشاء
---
96
اإلطناب
elongating speech for a specific purpose 
اإليضاح بعد اإلبهامbuilding suspense 
اتلكرارemphasis and reminder
اَلحرتاسa precaution against misunderstanding
اَلعرتاضhighlighting the importance of a statement
اتلذييلemphasizing and adding new meaning
ذكر اخلاص بعد العامgiving special importance to the specific
ذكر العام بعد اخلاصgiving special importance and focus to the specific
97
 
INTRODUCTION 
There is a standard order for sentences. 
➢
---
بعد
 
اإلبهام
There are cases in which an ambiguous statement is made then clarified. It would be possible, in such 
cases, to avoid the ambiguous statement altogether and to make only the second, more clear 
statement, keeping the speech more concise.  
This is done, however, to build anticipation and tension and to draw special attention to that which is 
being mentioned at length.  
Take a look at the example below. 
  وَقَضَ ينَا
 هِ  إِلَ  
ذََٰلِكَ 
 ٱ
مرَ 
َ
لأ
---
emphasizes the  رشطand the  المof emphasis emphasizes the    .جواب
ال ما 
زائدة
 can also come with  إذاfor emphasis. Because  إذاalready implies the sureness of the occurrence of 
an action, the  ماdoes not make the likelihood of occurrence stronger – rather, it adds the meaning of 
“finally” or “actually”.  
 ِٓإَوذَا مَا
 
نزِلَتۡ س ورَةٞ 
 
أ
 
يُّك مۡ زَادَتۡه  هَ ٰذِهِۦٓ إِيمَ ٰناا 
َ
فَمِنۡه م مَّن يَق ول  أ
   ٤٢١ …"
"Status = role of the اسم in the sentence. 3 types: رَفع (doer), نَصب (detail), جَر (after “of”). Default is رَفع = مرفوع.","['الرفع is primarily used for the doer (the one who carries out the action).', 'النصب is primarily used for the the detail in a sentence. Once the action and the doer are found, everything else in the sentence is a detail.', ""الجر is primarily used after 'of'.""]","2.1 STATUS – اإلعراب
Status is the first of the four properties. Status has to do with the role an  اسمis playing in a sentence. In
Arabic, an  اسمcan have one of three statuses. The status depends on the role the  اسمis playing.
STATUS #1: THE DOER -  رَفْع
The doer is the one who carries out the action. Take a look at the following examples. 
I ate too much chocolate. 
Language
Sentences
Fragments
Words
اسم
Status إعراب
Gender جنس
Number عدد
Type قسم
حرف
فعل
Words
اسم
Status إعراب
Gender جنس
---
رفع
  مُسْ لِمات ِ ْمُسْ لِمَتَي ًمُسْ لِمَة
نصب
  مُسْ لِمات ِ ْمُسْ لِمَتَي  مُسْ لِمَة
جر
*Note that the  ً )تنوين فتح( ـmust sit on either an  اor a  ةor a  .ءThis is why the  اis added to the word مسلمًا
when it is in the  نصبstatus.
Let us now take a closer look at each number/gender combination. 
SINGULAR
The word  مسلمis the base and the status marker is the  حركةthat sits on the last letter. This type of status
marker is called an ENDING SOUND. 
Status 
Ending Sound 
رفع ٌمسلم
نصب
---
رفع ٌ مسلمَ ات
نصب   مسلمَ ات
جر  مسلمَ ات
Notice that the  مgets a  فتحةin all the forms. Also notice that the  نصبand  جرforms are exactly the same.
The way to distinguish between them is context. 
Now that you are familiar with all of the status markers, you should be able to determine the status of a 
word in Arabic. It is important to note that when determining status, you should ALWAYS look for ending 
combinations BEFORE you look for ending sounds.
---
ٱۡلۡ َنذةٌِ
ٌ
زُمَرًا ٌ
  ٣٧ ٌ…
 
 
12.4 STATUS 
The status of the  اسم موصولdepends on the role it is playing in the sentence, as is the case with any other 
 .اسمHowever, since it is  مبنand cannot show its status, it is labeled as 
 ِف حمل
__
 .The  صلةhas no 
grammatical labeling. The way this is expressed in Arabic is  ِ .ال حمَ َلر هلا مِنَ اإلعرابThe  صلةas a whole has no 
labeling; however, if you go inside the  ,صلةyou will find a complete sentence. You can do the  إعرابof"
رفع = the doer (فاعل). Example: “The dentist gave me a filling” → dentist is مرفوع.,"['الرفع is primarily used for the doer (the one who carries out the action).', 'النصب is primarily used for the the detail in a sentence. Once the action and the doer are found, everything else in the sentence is a detail.', ""الجر is primarily used after 'of'.""]","sentence, “dentist” is the doer. 
When searching for the doer in a sentence, follow a two-step process: 
1.
Identify the action
2.
Ask yourself “Who is doing the action?”
Note that it is possible for the doer to be non-human. 
 رفعis also known as the default status. If there is no reason for an  اسمto be put in another status, it
remains in the  رفعstatus.
The doer is always in the  ٌ رَفْعstatus. The way you say “in the  رَفْعstatus” in Arabic is  ٌ .مَرْفُوْعMEMORIZE this 
term and use it.
---
حرف
فعل
Words
اسم
Status إعراب
Gender جنس
Number عدد
Type قسم
حرف
فعل
8
The action here is “ate”. Now ask yourself who it was who ate. It is the speaker “I” who did the 
action. In this sentence “I” is the doer. 
My tooth is aching. 
The action here is “aching”. Now asking yourself what is doing the aching. It is the tooth. In this 
sentence “tooth” is the doer. 
The dentist gave me a filling. 
The action here is “gave”. Now ask yourself who is the one who gave. It is the dentist. In this
---
مَفْعُوْل ّ
 the one/thing affected by the action
ّ مُعَلَّمone who is taught
10. 
ُّاِسْم
ّ
ظَ رْف  ّtime/place in which the action takes 
place
ّ مُعَلَّم a time/place of teaching
Notice that there are four  اسمand six  .فعل
 أفعال
 أسماء
3
Each one of these family members (both  اسمand  )فعلis a container. Each family member looks different
depending on what family it belongs to. In other words, the shape of these containers varies from family 
to family.
---
4. 
ُّالفِعْل
ّ
المُضَ ارِعُّ
ّ
المَبْنِ يّ
ّ
لِلْمَجْهُوْلِّ
  the present passive  فعلُّ يُعَلَّمhe is taught 
5. 
ُّفِعْل
ّ
مْرِّ
َ
األ
  the commanding  فعلّْ عَلِّمteach! 
6. 
ُّفِعْل
ّ
ِّ
انلَّهْ
  the forbidding  فعل
تُعَلِّّ ّال
مّْ
 don’t teach! 
7.  المَصْ دَرthe ideaتَعْلِيْمًاthe idea of teaching/education
8. 
ُّاِسْم
ّ
فَاعِل ّ
 the one carrying out an action
ّ مُعَلِّمteacher/the one who teaches
9. 
ُّاِسْم
ّ
مَفْعُوْل ّ
 the one/thing affected by the action"
Status shows what job the ism is doing. If it’s doing the verb → مرفوع. Everything else (not “of”) → منصوب. After “of” → مجرور.,"['الرفع is primarily used for the doer (the one who carries out the action).', 'النصب is primarily used for the the detail in a sentence. Once the action and the doer are found, everything else in the sentence is a detail.', ""الجر is primarily used after 'of'.""]","ٱۡلۡ َنذةٌِ
ٌ
زُمَرًا ٌ
  ٣٧ ٌ…
 
 
12.4 STATUS 
The status of the  اسم موصولdepends on the role it is playing in the sentence, as is the case with any other 
 .اسمHowever, since it is  مبنand cannot show its status, it is labeled as 
 ِف حمل
__
 .The  صلةhas no 
grammatical labeling. The way this is expressed in Arabic is  ِ .ال حمَ َلر هلا مِنَ اإلعرابThe  صلةas a whole has no 
labeling; however, if you go inside the  ,صلةyou will find a complete sentence. You can do the  إعرابof
---
رفع ٌ مسلمَ ات
نصب   مسلمَ ات
جر  مسلمَ ات
Notice that the  مgets a  فتحةin all the forms. Also notice that the  نصبand  جرforms are exactly the same.
The way to distinguish between them is context. 
Now that you are familiar with all of the status markers, you should be able to determine the status of a 
word in Arabic. It is important to note that when determining status, you should ALWAYS look for ending 
combinations BEFORE you look for ending sounds.
---
رفع
  مُسْ لِمات ِ ْمُسْ لِمَتَي ًمُسْ لِمَة
نصب
  مُسْ لِمات ِ ْمُسْ لِمَتَي  مُسْ لِمَة
جر
*Note that the  ً )تنوين فتح( ـmust sit on either an  اor a  ةor a  .ءThis is why the  اis added to the word مسلمًا
when it is in the  نصبstatus.
Let us now take a closer look at each number/gender combination. 
SINGULAR
The word  مسلمis the base and the status marker is the  حركةthat sits on the last letter. This type of status
marker is called an ENDING SOUND. 
Status 
Ending Sound 
رفع ٌمسلم
نصب
---
3)
Is the second word  ?َمرور
If the answer to all three of these questions is “yes,” it is an  .إضافةOtherwise, it is not.
→Remember that the  مضافcan be in any status.
→Remember that partly-flexible words take a  فتحةin the  جرstatus.
- light
- no ال
- light
- no ال
- light
- no ال
-  ,جمرورlight, no  .الIt is functioning as both a  مضافand a مضاف إيله
- followed by جر
- attached pronoun as
مضاف إيله
- ,جمرورlight, no  :الboth a  مضافand a مضاف إيله
- attached pronoun as
مضاف إيله"
Steps: 1) find action 2) who did it? = مرفوع. Then the rest is detail = منصوب.,"['الرفع is primarily used for the doer (the one who carries out the action).', 'النصب is primarily used for the the detail in a sentence. Once the action and the doer are found, everything else in the sentence is a detail.', ""الجر is primarily used after 'of'.""]","term and use it.  
STATUS #2: THE DETAIL -  نَصْ ب
The detail refers to additional information about the action. When looking for a detail in a sentence, 
follow a two-step process: 
1)
Find the action and the doer
2)
Everything else in the sentence is a detail
Muhammad ate chocolate at home yesterday happily because he was hungry. 
doer action detail detail 
detail detail 
detail
---
نه / أمر
imperative action
فاعل
inside فاعل
pronoun
outside فاعل
-after the فعل
-in رفعstatus
-فعلis ه/ هو
مفعول
who/what -به
when/where -فيه
why -لَ
how -حال
insesity -مطلق
جار وَمرور-  متعلق
بالفعل
before is 
after is 
after is 
action 
doer 
detail 
*Essential part of every sentence!
* 
* 
* 
97
CHAPTER 8 VOCABULARY
3-Letter
to gather (s.t)
 َجَ مَ ع
   
يَجْ مَ عُ 
   
جَ مْ عً اto know
 َعَ رَف
 
يَعْ رِفُ 
   
مَ عْ رِفَة 
to lift/raise
 َ   رَ فَع
يَرْفَعُ
---
The answer to these questions is the  .مفعولRemember that details are  .منصوبThere are six types of 
details (ُ  ,)مَفَاعِيْلeach answering a different question. 
#1 –المفعول
به 
The  مفعولُبهtells you WHO or WHAT was the action done to. This is the most common of the six  .مفاعيل
The  مفعولُبهcan take two forms. It can either appear as a regular  اسمin the sentence or as a pronoun 
attached to the  .فعل
74
 َخَلَق
رْضَ 
َ
السَّ ماواتِ وَاأل
He created the skies and the earth.
---
sentence, “dentist” is the doer. 
When searching for the doer in a sentence, follow a two-step process: 
1.
Identify the action
2.
Ask yourself “Who is doing the action?”
Note that it is possible for the doer to be non-human. 
 رفعis also known as the default status. If there is no reason for an  اسمto be put in another status, it
remains in the  رفعstatus.
The doer is always in the  ٌ رَفْعstatus. The way you say “in the  رَفْعstatus” in Arabic is  ٌ .مَرْفُوْعMEMORIZE this 
term and use it."
رفع is default status unless there’s a reason to move it. Nasb = extra info about action. Jar = comes after OF.,"['الرفع is primarily used for the doer (the one who carries out the action).', 'النصب is primarily used for the the detail in a sentence. Once the action and the doer are found, everything else in the sentence is a detail.', ""الجر is primarily used after 'of'.""]","doer action detail detail 
detail detail 
detail 
The detail is always in the  نَصْ بstatus. The way you say “in the  نَصْ بstatus” in Arabic is  ٌ .مَنْصُ وْبMEMORIZE 
this term and use it.  
STATUS #3: AFTER-OF -    جَ ر
After-of is, quite literally, the word that occurs after “of”. Take a look at the following example: 
advisor of the king 
In this fragment, “the king” is the word after “of”.  
9
---
The after-of is always in the    جَرstatus. The way you say “in the    جَرstatus” in Arabic is  ٌ .َمَ ْرُوْرMEMORIZE this 
term and use it. 
➢  DRILL 1    Determine the status of each  .اسمLabel them ( رفعR) or ( نصبN) or ( جرJ).
The teacher entered the classroom. His student was sleeping soundly. He threw a pencil, and the 
student woke up suddenly. The student’s mother called the teacher the next day and confronted him 
angrily. The teacher lost his job. 
2.2 HOW TO TELL STATUS
---
رفع ٌ مسلمَ ات
نصب   مسلمَ ات
جر  مسلمَ ات
Notice that the  مgets a  فتحةin all the forms. Also notice that the  نصبand  جرforms are exactly the same.
The way to distinguish between them is context. 
Now that you are familiar with all of the status markers, you should be able to determine the status of a 
word in Arabic. It is important to note that when determining status, you should ALWAYS look for ending 
combinations BEFORE you look for ending sounds.
---
نه / أمر
imperative action
فاعل
inside فاعل
pronoun
outside فاعل
-after the فعل
-in رفعstatus
-فعلis ه/ هو
مفعول
who/what -به
when/where -فيه
why -لَ
how -حال
insesity -مطلق
جار وَمرور-  متعلق
بالفعل
before is 
after is 
after is 
action 
doer 
detail 
*Essential part of every sentence!
* 
* 
* 
97
CHAPTER 8 VOCABULARY
3-Letter
to gather (s.t)
 َجَ مَ ع
   
يَجْ مَ عُ 
   
جَ مْ عً اto know
 َعَ رَف
 
يَعْ رِفُ 
   
مَ عْ رِفَة 
to lift/raise
 َ   رَ فَع
يَرْفَعُ"
